ID,Gender,Income,Education_Years,Ed_Category,MaritalStatus,Age,Age_Groups,Race,Hispanic_origin,Region,State,Household_status,Household_summary,Change_msa,Change_region,Move_within_reg,Moved_last_year,Move_sunbelt,Num_persons_worked,Family_members_under18,Birth_country_father,Birth_country_mother,Birth_country_self,Citizenship,Fill_vet_survey,Vet_benefits,Year,Birth_country_father_Reclassify,Birth_country_mother_Reclassify,Birth_country_self_Reclassify,Hour_wage,Capital_gains,Capital_losses,Dividends,Weeks_worked,Type_worker,Industry_code,Occupation_code,Union_member,Reason_unemployed,Employment_status,Tax_status,Own_business,Income_category,Stock_numbers,Investment,Employed,Educated_fulltime,Educated_earning_age
52995,Male,50000+.,19,Advanced Degree,Married,39,Thirties,White                      ,All other                ,Not applicable,Not applicable,Householder                              ,Householder                  ,Nonmover        ,Nonmover                     ,Nonmover                   ,Yes           ,Not applicable,1,Not applicable,United-States,United-States,United-States,Native- Born in the United States          ,Not applicable,Not applicable,94,United States,United States,United States,0,15024,0,500,52,Self-employed-not incorporated,Other professional services        ,Professional specialty               ,Not applicable,Not applicable,Children or Armed Forces          ,Joint both under 65         ,NA, 50000+. ,15524,T,T,Yes,Yes
53065,Female,-50000,12.5,Some College,Married,30,Thirties,White                      ,All other                ,Not applicable,Not applicable,Spouse of householder                    ,Spouse of householder        ,Unknown         ,Unknown                      ,Unknown                    ,Not applicable,Unknown       ,6,Not applicable,Japan        ,United-States,United-States,Native- Born in the United States          ,Not applicable,Not applicable,95,Other        ,United States,United States,1500,0,0,64,52,Private                       ,Finance insurance and real estate  ,Adm support including clerical       ,No            ,Not applicable,Full-time schedules               ,Joint both under 65         ,NA,-50000,64,T,T,No ,No 
53132,Female,-50000,12,High School Degree,Never Married,19,Young,White                      ,Mexican-American         ,Not applicable,Not applicable,Child 18+ never marr RP of subfamily     ,Child 18 or older            ,Nonmover        ,Nonmover                     ,Nonmover                   ,Yes           ,Not applicable,0,Not applicable,United-States,United-States,United-States,Native- Born in the United States          ,Not applicable,Not applicable,94,United States,United States,United States,0,0,0,0,0,Not applicable                ,Not applicable                     ,Not applicable                       ,Not applicable,Not applicable,Children or Armed Forces          ,Nonfiler                    ,NA,-50000,0,F,F,No ,No 
53135,Male,50000+.,18,Advanced Degree,Married,49,Forties,White                      ,All other                ,Not applicable,Not applicable,Householder                              ,Householder                  ,Nonmover        ,Nonmover                     ,Nonmover                   ,Yes           ,Not applicable,2,Not applicable,United-States,United-States,United-States,Native- Born in the United States          ,Not applicable,Not applicable,94,United States,United States,United States,0,0,0,842,52,Self-employed-incorporated    ,Wholesale trade                    ,Executive admin and managerial       ,Not applicable,Not applicable,Children or Armed Forces          ,Joint both under 65         ,NA, 50000+. ,842,T,T,Yes,Yes
53158,Male,-50000,13,Some College,Divorced,39,Thirties,Black                      ,All other                ,South         ,South Dakota  ,Nonfamily householder                    ,Householder                  ,MSA to MSA      ,Same county                  ,Same county                ,No            ,Yes           ,0,Not applicable,United-States,United-States,United-States,Native- Born in the United States          ,Not applicable,Not applicable,94,United States,United States,United States,0,0,0,0,0,Not applicable                ,Not applicable                     ,Not applicable                       ,Not applicable,Not applicable,Children or Armed Forces          ,Nonfiler                    ,NA,-50000,0,F,F,No ,No 
53294,Male,50000+.,12,High School Degree,Divorced,52,Fifties,White                      ,All other                ,Not applicable,Not applicable,Nonfamily householder                    ,Householder                  ,Nonmover        ,Nonmover                     ,Nonmover                   ,Yes           ,Not applicable,6,Not applicable,United-States,United-States,United-States,Native- Born in the United States          ,Not applicable,Not applicable,94,United States,United States,United States,0,0,0,0,43,Not applicable                ,Not applicable                     ,Not applicable                       ,Not applicable,Not applicable,Children or Armed Forces          ,Single                      ,NA, 50000+. ,0,F,T,No ,No 
53305,Male,50000+.,12.5,Some College,Divorced,50,Fifties,White                      ,Mexican-American         ,Not applicable,Not applicable,Householder                              ,Householder                  ,Nonmover        ,Nonmover                     ,Nonmover                   ,Yes           ,Not applicable,6,Not applicable,United-States,United-States,United-States,Native- Born in the United States          ,Not applicable,Not applicable,94,United States,United States,United States,0,0,0,0,52,Private                       ,Manufacturing-durable goods        ,Machine operators assmblrs & inspctrs,Not applicable,Not applicable,Children or Armed Forces          ,Head of household           ,NA, 50000+. ,0,F,T,No ,No 
53346,Male,50000+.,8,No High School Degree,Married,74,Older,White                      ,All other                ,Not applicable,Not applicable,Householder                              ,Householder                  ,Nonmover        ,Nonmover                     ,Nonmover                   ,Yes           ,Not applicable,0,Not applicable,United-States,United-States,United-States,Native- Born in the United States          ,Not applicable,Not applicable,94,United States,United States,United States,0,0,2246,0,0,Not applicable                ,Not applicable                     ,Not applicable                       ,Not applicable,Not applicable,Children or Armed Forces          ,Joint both 65+              ,NA, 50000+. ,2246,T,F,No ,No 
53354,Male,-50000,16,Bachelors Degree,Married,80,Older,White                      ,All other                ,Not applicable,Not applicable,Householder                              ,Householder                  ,Nonmover        ,Nonmover                     ,Nonmover                   ,Yes           ,Not applicable,0,Not applicable,United-States,United-States,United-States,Native- Born in the United States          ,Not applicable,Not applicable,94,United States,United States,United States,0,0,0,0,0,Not applicable                ,Not applicable                     ,Not applicable                       ,Not applicable,Not applicable,Children or Armed Forces          ,Joint both 65+              ,NA,-50000,0,F,F,No ,No 
53451,Male,50000+.,16,Bachelors Degree,Married,79,Older,White                      ,All other                ,Not applicable,Not applicable,Householder                              ,Householder                  ,Unknown         ,Unknown                      ,Unknown                    ,Not applicable,Unknown       ,0,Not applicable,Unknown      ,Unknown      ,Unknown      ,Foreign born- Not a citizen of U S         ,Not applicable,Not applicable,95,Other        ,Other        ,Other        ,0,9386,0,0,0,Not applicable                ,Not applicable                     ,Not applicable                       ,Not applicable,Not applicable,Not in labor force                ,Joint both 65+              ,NA, 50000+. ,9386,T,F,No ,No 
53453,Female,-50000,12,High School Degree,Never Married,20,Young,White                      ,All other                ,Not applicable,Not applicable,Child 18+ never marr Not in a subfamily  ,Child 18 or older            ,Nonmover        ,Nonmover                     ,Nonmover                   ,Yes           ,Not applicable,1,Not applicable,United-States,United-States,United-States,Native- Born in the United States          ,Not applicable,Not applicable,94,United States,United States,United States,400,0,2704,0,8,Private                       ,Private household services         ,Private household services           ,No            ,Not applicable,Children or Armed Forces          ,Single                      ,NA,-50000,2704,T,T,No ,No 
53472,Male,-50000,12,High School Degree,Divorced,46,Forties,White                      ,All other                ,Not applicable,Not applicable,Child 18+ ever marr Not in a subfamily   ,Child 18 or older            ,Unknown         ,Unknown                      ,Unknown                    ,Not applicable,Unknown       ,4,Not applicable,United-States,United-States,United-States,Native- Born in the United States          ,Not applicable,Not applicable,95,United States,United States,United States,1950,0,0,0,52,Private                       ,Entertainment                      ,Sales                                ,Yes           ,Not applicable,Full-time schedules               ,Single                      ,NA,-50000,0,F,T,No ,No 
53524,Female,-50000,12.5,Some College,Never Married,19,Young,White                      ,All other                ,Not applicable,Not applicable,Child 18+ never marr Not in a subfamily  ,Child 18 or older            ,Nonmover        ,Nonmover                     ,Nonmover                   ,Yes           ,Not applicable,4,Not applicable,Mexico       ,Mexico       ,United-States,Native- Born in the United States          ,Not applicable,Not applicable,94,Other        ,Other        ,United States,0,0,2001,0,52,Private                       ,Finance insurance and real estate  ,Adm support including clerical       ,Not applicable,Not applicable,Children or Armed Forces          ,Single                      ,NA,-50000,2001,T,T,No ,No 
53529,Female,-50000,12,High School Degree,Married,45,Forties,White                      ,Mexican-American         ,Not applicable,Not applicable,Householder                              ,Householder                  ,Unknown         ,Unknown                      ,Unknown                    ,Not applicable,Unknown       ,3,Not applicable,United-States,United-States,United-States,Native- Born in the United States          ,Not applicable,Not applicable,95,United States,United States,United States,0,0,0,0,4,Not applicable                ,Not applicable                     ,Not applicable                       ,Not applicable,Not applicable,Not in labor force                ,Nonfiler                    ,NA,-50000,0,F,T,No ,No 
53541,Female,-50000,9,No High School Degree,Widowed,85,Older,White                      ,All other                ,Not applicable,Not applicable,Householder                              ,Householder                  ,Nonmover        ,Nonmover                     ,Nonmover                   ,Yes           ,Not applicable,0,Not applicable,Unknown      ,Unknown      ,United-States,Native- Born in the United States          ,No            ,Yes           ,94,Other        ,Other        ,United States,0,0,0,0,0,Not applicable                ,Not applicable                     ,Not applicable                       ,Not applicable,Not applicable,Children or Armed Forces          ,Head of household           ,NA,-50000,0,F,F,No ,No 
53560,Male,-50000,10,No High School Degree,Married,53,Fifties,White                      ,All other                ,Not applicable,Not applicable,Spouse of householder                    ,Spouse of householder        ,Unknown         ,Unknown                      ,Unknown                    ,Not applicable,Unknown       ,1,Not applicable,United-States,United-States,United-States,Native- Born in the United States          ,Not applicable,Not applicable,95,United States,United States,United States,0,0,0,0,52,Private                       ,Business and repair services       ,Precision production craft & repair  ,No            ,Not applicable,Full-time schedules               ,Joint both under 65         ,NA,-50000,0,F,T,No ,No 
53562,Male,50000+.,18,Advanced Degree,Married,50,Fifties,White                      ,All other                ,Not applicable,Not applicable,Householder                              ,Householder                  ,Nonmover        ,Nonmover                     ,Nonmover                   ,Yes           ,Not applicable,4,Not applicable,United-States,United-States,United-States,Native- Born in the United States          ,Not applicable,Not applicable,94,United States,United States,United States,0,0,0,0,52,Local government              ,Education                          ,Professional specialty               ,Not applicable,Not applicable,Children or Armed Forces          ,Joint both under 65         ,NA, 50000+. ,0,F,T,Yes,Yes
53630,Male,-50000,18,Advanced Degree,Married,42,Forties,White                      ,All other                ,Not applicable,Not applicable,Householder                              ,Householder                  ,Unknown         ,Unknown                      ,Unknown                    ,Not applicable,Unknown       ,6,Not applicable,United-States,United-States,United-States,Native- Born in the United States          ,Not applicable,Not applicable,95,United States,United States,United States,0,0,0,0,48,State government              ,Education                          ,Professional specialty               ,Not applicable,Not applicable,Full-time schedules               ,Joint both under 65         ,NA,-50000,0,F,T,No ,Yes
53639,Male,-50000,12,High School Degree,Widowed,53,Fifties,Black                      ,All other                ,South         ,Utah          ,Child 18+ ever marr Not in a subfamily   ,Child 18 or older            ,MSA to MSA      ,Same county                  ,Same county                ,No            ,Yes           ,0,Not applicable,United-States,United-States,United-States,Native- Born in the United States          ,Not applicable,Not applicable,94,United States,United States,United States,0,0,0,0,0,Not applicable                ,Not applicable                     ,Not applicable                       ,Not applicable,Not applicable,Children or Armed Forces          ,Nonfiler                    ,NA,-50000,0,F,F,No ,No 
53697,Female,-50000,12.5,Some College,Married,30,Thirties,White                      ,All other                ,Midwest       ,Indiana       ,Spouse of householder                    ,Spouse of householder        ,MSA to MSA      ,Same county                  ,Same county                ,No            ,No            ,6,Not applicable,United-States,United-States,United-States,Native- Born in the United States          ,Not applicable,Not applicable,94,United States,United States,United States,1300,0,0,0,52,Private                       ,Transportation                     ,Adm support including clerical       ,No            ,Not applicable,Children or Armed Forces          ,Joint both under 65         ,NA,-50000,0,F,T,No ,No 
53706,Male,-50000,12,High School Degree,Never Married,20,Young,White                      ,All other                ,Not applicable,Not applicable,Child 18+ never marr Not in a subfamily  ,Child 18 or older            ,Nonmover        ,Nonmover                     ,Nonmover                   ,Yes           ,Not applicable,4,Not applicable,United-States,United-States,United-States,Native- Born in the United States          ,Not applicable,Not applicable,94,United States,United States,United States,0,0,0,0,52,Private                       ,Business and repair services       ,Adm support including clerical       ,Not applicable,Not applicable,Children or Armed Forces          ,Single                      ,NA,-50000,0,F,T,No ,No 
53721,Female,-50000,12.5,Some College,Divorced,35,Thirties,White                      ,All other                ,Not applicable,Not applicable,Householder                              ,Householder                  ,Unknown         ,Unknown                      ,Unknown                    ,Not applicable,Unknown       ,0,Not applicable,United-States,United-States,United-States,Native- Born in the United States          ,Not applicable,Not applicable,95,United States,United States,United States,0,0,0,0,0,Private                       ,Retail trade                       ,Other service                        ,Not applicable,Not applicable,Full-time schedules               ,Nonfiler                    ,NA,-50000,0,F,F,No ,No 
53728,Male,50000+.,12.5,Some College,Married,38,Thirties,White                      ,All other                ,Not applicable,Not applicable,Householder                              ,Householder                  ,Unknown         ,Unknown                      ,Unknown                    ,Not applicable,Unknown       ,6,Not applicable,United-States,United-States,United-States,Native- Born in the United States          ,Not applicable,Not applicable,95,United States,United States,United States,0,0,0,50,52,Private                       ,Retail trade                       ,Executive admin and managerial       ,Not applicable,Other job lose,Unemployed full-time              ,Joint both under 65         ,NA, 50000+. ,50,T,T,No ,No 
53734,Female,-50000,12,High School Degree,Married,41,Forties,White                      ,All other                ,Not applicable,Not applicable,Spouse of householder                    ,Spouse of householder        ,Unknown         ,Unknown                      ,Unknown                    ,Not applicable,Unknown       ,1,Not applicable,United-States,United-States,United-States,Native- Born in the United States          ,Not applicable,Not applicable,95,United States,United States,United States,0,0,0,0,52,Private                       ,Personal services except private HH,Machine operators assmblrs & inspctrs,Not applicable,Not applicable,Full-time schedules               ,Joint both under 65         ,NA,-50000,0,F,T,No ,No 
53739,Female,-50000,12,High School Degree,Never Married,25,Young,Black                      ,All other                ,Not applicable,Not applicable,Child 18+ never marr RP of subfamily     ,Child 18 or older            ,Nonmover        ,Nonmover                     ,Nonmover                   ,Yes           ,Not applicable,6,Not applicable,United-States,United-States,United-States,Native- Born in the United States          ,Not applicable,Not applicable,94,United States,United States,United States,0,0,0,1,12,Local government              ,Education                          ,Professional specialty               ,No            ,Not applicable,Children or Armed Forces          ,Single                      ,NA,-50000,1,T,T,No ,No 
53740,Male,-50000,12,High School Degree,Widowed,90,Older,White                      ,All other                ,Not applicable,Not applicable,Nonfamily householder                    ,Householder                  ,Nonmover        ,Nonmover                     ,Nonmover                   ,Yes           ,Not applicable,0,Not applicable,United-States,United-States,United-States,Native- Born in the United States          ,Not applicable,Not applicable,94,United States,United States,United States,0,0,0,0,0,Not applicable                ,Not applicable                     ,Not applicable                       ,Not applicable,Not applicable,Children or Armed Forces          ,Single                      ,NA,-50000,0,F,F,No ,No 
53767,Male,-50000,16,Bachelors Degree,Divorced,41,Forties,White                      ,Mexican-American         ,Not applicable,Not applicable,Nonfamily householder                    ,Householder                  ,Unknown         ,Unknown                      ,Unknown                    ,Not applicable,Unknown       ,6,Not applicable,United-States,Japan        ,United-States,Native- Born in the United States          ,Not applicable,Not applicable,95,United States,Other        ,United States,0,0,0,1600,52,State government              ,Education                          ,Executive admin and managerial       ,Not applicable,Not applicable,PT for non-econ reasons usually FT,Single                      ,NA,-50000,1600,T,T,Yes,Yes
53783,Female,50000+.,12,High School Degree,Married,80,Older,White                      ,All other                ,Not applicable,Not applicable,Spouse of householder                    ,Spouse of householder        ,Unknown         ,Unknown                      ,Unknown                    ,Not applicable,Unknown       ,0,Not applicable,Italy        ,Italy        ,United-States,Native- Born in the United States          ,Not applicable,Not applicable,95,Other        ,Other        ,United States,0,0,0,25000,0,Not applicable                ,Not applicable                     ,Not applicable                       ,Not applicable,Not applicable,Not in labor force                ,Joint both 65+              ,NA, 50000+. ,25000,T,F,No ,No 
53817,Male,-50000,8,No High School Degree,Married,42,Forties,White                      ,Mexican (Mexicano)       ,Not applicable,Not applicable,Householder                              ,Householder                  ,Unknown         ,Unknown                      ,Unknown                    ,Not applicable,Unknown       ,6,Not applicable,Mexico       ,Mexico       ,Mexico       ,Foreign born- U S citizen by naturalization,Not applicable,Not applicable,95,Other        ,Other        ,Other        ,0,0,0,0,52,State government              ,Hospital services                  ,Other service                        ,Not applicable,Not applicable,Full-time schedules               ,Joint both under 65         ,NA,-50000,0,F,T,No ,No 
53943,Male,-50000,12.5,Some College,Married,35,Thirties,White                      ,All other                ,Not applicable,Not applicable,Householder                              ,Householder                  ,Unknown         ,Unknown                      ,Unknown                    ,Not applicable,Unknown       ,6,Not applicable,United-States,United-States,United-States,Native- Born in the United States          ,Not applicable,Not applicable,95,United States,United States,United States,0,0,0,0,52,Private                       ,Communications                     ,Precision production craft & repair  ,Not applicable,Not applicable,Full-time schedules               ,Joint both under 65         ,NA,-50000,0,F,T,No ,No 
54068,Female,50000+.,18,Advanced Degree,Widowed,56,Fifties,Black                      ,All other                ,Not applicable,Not applicable,Nonfamily householder                    ,Householder                  ,Unknown         ,Unknown                      ,Unknown                    ,Not applicable,Unknown       ,6,Not applicable,United-States,United-States,United-States,Native- Born in the United States          ,Not applicable,Not applicable,95,United States,United States,United States,0,0,0,3000,36,Local government              ,Education                          ,Professional specialty               ,Not applicable,Not applicable,Full-time schedules               ,Single                      ,NA, 50000+. ,3000,T,T,No ,Yes
54188,Male,50000+.,14,Some College,Married,38,Thirties,White                      ,All other                ,Not applicable,Not applicable,Householder                              ,Householder                  ,Unknown         ,Unknown                      ,Unknown                    ,Not applicable,Unknown       ,4,Not applicable,United-States,United-States,France       ,Native- Born abroad of American Parent(s)  ,Not applicable,Not applicable,95,United States,United States,Other        ,0,7688,0,0,52,Private                       ,Medical except hospital            ,Executive admin and managerial       ,Not applicable,Not applicable,Full-time schedules               ,Joint both under 65         ,NA, 50000+. ,7688,T,T,No ,No 
54200,Female,-50000,12,High School Degree,Married,44,Forties,White                      ,All other                ,Not applicable,Not applicable,Spouse of householder                    ,Spouse of householder        ,Nonmover        ,Nonmover                     ,Nonmover                   ,Yes           ,Not applicable,6,Not applicable,United-States,United-States,United-States,Native- Born in the United States          ,Not applicable,Not applicable,94,United States,United States,United States,700,0,0,0,52,Federal government            ,Public administration              ,Adm support including clerical       ,No            ,Not applicable,Children or Armed Forces          ,Joint both under 65         ,NA,-50000,0,F,T,No ,No 
54244,Male,-50000,12,High School Degree,Married,38,Thirties,White                      ,All other                ,Not applicable,Not applicable,Householder                              ,Householder                  ,Nonmover        ,Nonmover                     ,Nonmover                   ,Yes           ,Not applicable,4,Not applicable,United-States,United-States,United-States,Native- Born in the United States          ,Not applicable,Not applicable,94,United States,United States,United States,0,0,0,0,32,Private                       ,Manufacturing-durable goods        ,Machine operators assmblrs & inspctrs,Not applicable,Other job lose,Children or Armed Forces          ,Joint both under 65         ,NA,-50000,0,F,T,No ,No 
54275,Female,-50000,12.5,Some College,Never Married,26,Young,White                      ,All other                ,Not applicable,Not applicable,Householder                              ,Householder                  ,Unknown         ,Unknown                      ,Unknown                    ,Not applicable,Unknown       ,0,Not applicable,United-States,United-States,United-States,Native- Born in the United States          ,Not applicable,Not applicable,95,United States,United States,United States,0,0,0,0,0,Not applicable                ,Not applicable                     ,Not applicable                       ,Not applicable,Not applicable,Not in labor force                ,Nonfiler                    ,NA,-50000,0,F,F,No ,No 
54374,Female,-50000,12.5,Some College,Never Married,20,Young,White                      ,All other                ,Not applicable,Not applicable,Grandchild 18+ never marr not in subfamil,Other relative of householder,Nonmover        ,Nonmover                     ,Nonmover                   ,Yes           ,Not applicable,3,Not applicable,United-States,United-States,United-States,Native- Born in the United States          ,Not applicable,Not applicable,94,United States,United States,United States,0,0,0,0,52,Private                       ,Retail trade                       ,Sales                                ,Not applicable,Not applicable,Children or Armed Forces          ,Single                      ,NA,-50000,0,F,T,No ,No 
54413,Male,-50000,12,High School Degree,Never Married,27,Young,White                      ,All other                ,Not applicable,Not applicable,Child 18+ never marr Not in a subfamily  ,Child 18 or older            ,Unknown         ,Unknown                      ,Unknown                    ,Not applicable,Unknown       ,1,Not applicable,United-States,United-States,United-States,Native- Born in the United States          ,Not applicable,Not applicable,95,United States,United States,United States,0,0,0,0,52,Self-employed-not incorporated,Construction                       ,Precision production craft & repair  ,Not applicable,Not applicable,Full-time schedules               ,Single                      ,NA,-50000,0,F,T,No ,No 
54452,Male,50000+.,19,Advanced Degree,Married,35,Thirties,White                      ,All other                ,Not applicable,Not applicable,Householder                              ,Householder                  ,Nonmover        ,Nonmover                     ,Nonmover                   ,Yes           ,Not applicable,3,Not applicable,United-States,United-States,United-States,Native- Born in the United States          ,Not applicable,Not applicable,94,United States,United States,United States,0,0,0,100,52,Private                       ,Medical except hospital            ,Professional specialty               ,Not applicable,Not applicable,Children or Armed Forces          ,Joint both under 65         ,NA, 50000+. ,100,T,T,Yes,Yes
54458,Male,-50000,16,Bachelors Degree,Married,66,Sixties,White                      ,All other                ,Not applicable,Not applicable,Householder                              ,Householder                  ,Nonmover        ,Nonmover                     ,Nonmover                   ,Yes           ,Not applicable,1,Not applicable,United-States,United-States,United-States,Native- Born in the United States          ,Not applicable,Not applicable,94,United States,United States,United States,0,0,0,0,15,Self-employed-not incorporated,Other professional services        ,Executive admin and managerial       ,Not applicable,Not applicable,Children or Armed Forces          ,Joint both 65+              ,NA,-50000,0,F,T,No ,No 
54475,Female,-50000,12.5,Some College,Never Married,40,Forties,Black                      ,All other                ,Not applicable,Not applicable,Householder                              ,Householder                  ,Nonmover        ,Nonmover                     ,Nonmover                   ,Yes           ,Not applicable,5,Not applicable,United-States,United-States,United-States,Native- Born in the United States          ,Not applicable,Not applicable,94,United States,United States,United States,0,0,0,0,50,Private                       ,Retail trade                       ,Sales                                ,Not applicable,Not applicable,Children or Armed Forces          ,Head of household           ,NA,-50000,0,F,T,No ,No 
54488,Female,-50000,12.5,Some College,Separated,35,Thirties,White                      ,All other                ,Not applicable,Not applicable,Householder                              ,Householder                  ,Unknown         ,Unknown                      ,Unknown                    ,Not applicable,Unknown       ,6,Not applicable,United-States,United-States,United-States,Native- Born in the United States          ,Not applicable,Not applicable,95,United States,United States,United States,0,0,0,0,52,State government              ,Public administration              ,Executive admin and managerial       ,Not applicable,Not applicable,Full-time schedules               ,Head of household           ,NA,-50000,0,F,T,No ,No 
54614,Female,-50000,16,Bachelors Degree,Married,60,Sixties,White                      ,All other                ,Not applicable,Not applicable,Spouse of householder                    ,Spouse of householder        ,Nonmover        ,Nonmover                     ,Nonmover                   ,Yes           ,Not applicable,2,Not applicable,United-States,United-States,United-States,Native- Born in the United States          ,Not applicable,Not applicable,94,United States,United States,United States,0,0,0,37,52,State government              ,Public administration              ,Professional specialty               ,Not applicable,Not applicable,Children or Armed Forces          ,Joint one under 65 & one 65+,NA,-50000,37,T,T,Yes,Yes
54686,Male,50000+.,16,Bachelors Degree,Married,48,Forties,White                      ,All other                ,Not applicable,Not applicable,Householder                              ,Householder                  ,Nonmover        ,Nonmover                     ,Nonmover                   ,Yes           ,Not applicable,6,Not applicable,United-States,Ireland      ,United-States,Native- Born in the United States          ,No            ,Yes           ,94,United States,Other        ,United States,0,0,0,0,52,Private                       ,Utilities and sanitary services    ,Precision production craft & repair  ,Not applicable,Not applicable,Children or Armed Forces          ,Joint both under 65         ,NA, 50000+. ,0,F,T,Yes,Yes
54749,Female,-50000,12,High School Degree,Married,24,Young,White                      ,All other                ,Not applicable,Not applicable,Spouse of householder                    ,Spouse of householder        ,Unknown         ,Unknown                      ,Unknown                    ,Not applicable,Unknown       ,1,Not applicable,United-States,United-States,United-States,Native- Born in the United States          ,Not applicable,Not applicable,95,United States,United States,United States,425,0,0,0,50,Private                       ,Social services                    ,Professional specialty               ,No            ,Not applicable,Full-time schedules               ,Joint both under 65         ,NA,-50000,0,F,T,No ,No 
54786,Male,50000+.,16,Bachelors Degree,Married,63,Sixties,White                      ,All other                ,Not applicable,Not applicable,Householder                              ,Householder                  ,Nonmover        ,Nonmover                     ,Nonmover                   ,Yes           ,Not applicable,1,Not applicable,United-States,United-States,United-States,Native- Born in the United States          ,No            ,Yes           ,94,United States,United States,United States,0,0,0,0,52,Self-employed-not incorporated,Forestry and fisheries             ,Professional specialty               ,Not applicable,Not applicable,Children or Armed Forces          ,Joint both under 65         ,NA, 50000+. ,0,F,T,Yes,No 
54802,Male,50000+.,12.5,Some College,Separated,43,Forties,White                      ,All other                ,West          ,California    ,Householder                              ,Householder                  ,MSA to MSA      ,Same county                  ,Same county                ,No            ,No            ,6,Not applicable,United-States,United-States,United-States,Native- Born in the United States          ,Not applicable,Not applicable,94,United States,United States,United States,0,4934,0,94,52,Private                       ,Retail trade                       ,Transportation and material moving   ,Not applicable,Not applicable,Children or Armed Forces          ,Head of household           ,NA, 50000+. ,5028,T,T,No ,No 
54884,Male,50000+.,12,High School Degree,Married,43,Forties,White                      ,All other                ,Not applicable,Not applicable,Householder                              ,Householder                  ,Unknown         ,Unknown                      ,Unknown                    ,Not applicable,Unknown       ,6,Not applicable,United-States,United-States,United-States,Native- Born in the United States          ,Not applicable,Not applicable,95,United States,United States,United States,0,0,0,0,52,Federal government            ,Manufacturing-durable goods        ,Precision production craft & repair  ,Not applicable,Not applicable,PT for non-econ reasons usually FT,Joint both under 65         ,NA, 50000+. ,0,F,T,No ,No 
54887,Female,50000+.,18,Advanced Degree,Married,45,Forties,White                      ,All other                ,Not applicable,Not applicable,Spouse of householder                    ,Spouse of householder        ,Unknown         ,Unknown                      ,Unknown                    ,Not applicable,Unknown       ,4,Not applicable,United-States,United-States,United-States,Native- Born in the United States          ,Not applicable,Not applicable,95,United States,United States,United States,0,0,0,12000,52,Private                       ,Other professional services        ,Professional specialty               ,Not applicable,Not applicable,Full-time schedules               ,Joint both under 65         ,NA, 50000+. ,12000,T,T,Yes,Yes
54915,Female,-50000,11.5,No High School Degree,Never Married,21,Young,White                      ,Mexican (Mexicano)       ,Not applicable,Not applicable,Other Rel 18+ never marr RP of subfamily ,Other relative of householder,Unknown         ,Unknown                      ,Unknown                    ,Not applicable,Unknown       ,0,Not applicable,Mexico       ,Mexico       ,Mexico       ,Foreign born- Not a citizen of U S         ,Not applicable,Not applicable,95,Other        ,Other        ,Other        ,0,0,0,0,0,Not applicable                ,Not applicable                     ,Not applicable                       ,Not applicable,Not applicable,Not in labor force                ,Nonfiler                    ,NA,-50000,0,F,F,No ,No 
54988,Male,50000+.,16,Bachelors Degree,Married,59,Fifties,White                      ,All other                ,Not applicable,Not applicable,Householder                              ,Householder                  ,Unknown         ,Unknown                      ,Unknown                    ,Not applicable,Unknown       ,0,Not applicable,United-States,United-States,United-States,Native- Born in the United States          ,No            ,Yes           ,95,United States,United States,United States,0,0,0,0,0,Federal government            ,Armed Forces                       ,Armed Forces                         ,Not applicable,Job leaver    ,Unemployed part- time             ,Joint both under 65         ,NA, 50000+. ,0,F,F,No ,Yes
55020,Male,50000+.,16,Bachelors Degree,Married,35,Thirties,White                      ,All other                ,Not applicable,Not applicable,Householder                              ,Householder                  ,Nonmover        ,Nonmover                     ,Nonmover                   ,Yes           ,Not applicable,4,Not applicable,United-States,United-States,United-States,Native- Born in the United States          ,Not applicable,Not applicable,94,United States,United States,United States,0,7298,0,0,52,Self-employed-incorporated    ,Other professional services        ,Professional specialty               ,Not applicable,Not applicable,Children or Armed Forces          ,Joint both under 65         ,NA, 50000+. ,7298,T,T,Yes,Yes
55170,Male,-50000,12.5,Some College,Married,30,Thirties,White                      ,Puerto Rican             ,Not applicable,Not applicable,Householder                              ,Householder                  ,Nonmover        ,Nonmover                     ,Nonmover                   ,Yes           ,Not applicable,6,Not applicable,Puerto-Rico  ,Puerto-Rico  ,United-States,Native- Born in the United States          ,Not applicable,Not applicable,94,Other        ,Other        ,United States,0,0,0,0,52,Private                       ,Retail trade                       ,Sales                                ,Not applicable,Not applicable,Children or Armed Forces          ,Joint both under 65         ,NA,-50000,0,F,T,No ,No 
55232,Female,50000+.,13,Some College,Married,39,Thirties,White                      ,All other                ,Not applicable,Not applicable,Spouse of householder                    ,Spouse of householder        ,Unknown         ,Unknown                      ,Unknown                    ,Not applicable,Unknown       ,6,Not applicable,United-States,United-States,United-States,Native- Born in the United States          ,Not applicable,Not applicable,95,United States,United States,United States,0,0,0,0,52,Private                       ,Manufacturing-durable goods        ,Sales                                ,No            ,Not applicable,Full-time schedules               ,Joint both under 65         ,NA, 50000+. ,0,F,T,No ,No 
